date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:11:38	846/846	---M--	200	added ('OK')	image/png	etag:%22f750ed4e89c4391ba1fb5d532a441467%22	https://claimscotty.vercel.app/rs-plugin/assets/small_left_boxed.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/small_left_boxed.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:39	807/807	---M--	200	added ('OK')	image/png	etag:%221609b70a465389bfe1944d108d55354c%22	https://claimscotty.vercel.app/rs-plugin/assets/small_right_boxed.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/small_right_boxed.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:40	43543/43543	---M--	200	added ('OK')	image/png	etag:%221601a090cc9c29f61903040cbff16f9b%22	https://claimscotty.vercel.app/rs-plugin/assets/arrowleft.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/arrowleft.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:41	43719/43719	---M--	200	added ('OK')	image/png	etag:%223036bdfc70e00499e5da821030e61b14%22	https://claimscotty.vercel.app/rs-plugin/assets/arrowright.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/arrowright.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:42	348/348	---M--	200	added ('OK')	image/png	etag:%22904f4a773b15b429b665a6c6e79ff104%22	https://claimscotty.vercel.app/rs-plugin/assets/arrow_left2.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/arrow_left2.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:43	343/343	---M--	200	added ('OK')	image/png	etag:%2281d17d06ca481b690b3a116ba7a7f25b%22	https://claimscotty.vercel.app/rs-plugin/assets/arrow_right2.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/arrow_right2.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:44	125/125	---M--	200	added ('OK')	image/png	etag:%22ba593bd9fc9e07110f3dc74f728b3768%22	https://claimscotty.vercel.app/rs-plugin/assets/timer.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/timer.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:45	184/184	---M--	200	added ('OK')	image/png	etag:%22397e5bd80bc0fe4e18c1837deead5e72%22	https://claimscotty.vercel.app/rs-plugin/assets/coloredbg.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/coloredbg.png	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:46	2545/2545	---M--	200	added ('OK')	image/gif	etag:%224b3afb84b2b71ef56df09997a350bd04%22	https://claimscotty.vercel.app/rs-plugin/assets/loader.gif	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/assets/loader.gif	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:48	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222feb69ccb596730c72920c6ba3e37ef8%22	https://claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c6.eot?5510888	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c690c6.eot	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:48	7536/7536	---M--	200	added ('OK')	font/woff	etag:%2204eb8fc57f27498e5ae37523e3bfb2c7%22	https://claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c6.woff?5510888	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c690c6.woff	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:50	11968/11968	---MCZ	200	added ('OK')	font/ttf	etag:W/%2217629a5dfe0d3c3946cf401e1895f091%22	https://claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c6.ttf?5510888	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c690c6.ttf	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:51	13532/13532	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ad4f0d6e99dd65aba77cbef6e17c25c%22	https://claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c6.svg?5510888	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/rs-plugin/font/revicons90c690c690c690c690c690c6.svg	(from https://claimscotty.vercel.app/rs-plugin/css/settings.css)
21:11:52	6632/6632	---MCZ	200	added ('OK')	text/html	etag:W/%2269474663b1a660371fea3ed4921fc03f%22	https://claimscotty.vercel.app/assets/owlcarousel/css/owl.video.play.html	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/owlcarousel/css/owl.video.play.html	(from https://claimscotty.vercel.app/assets/owlcarousel/css/owl.carousel.min.css)
21:11:52	14665/14665	---M--	200	added ('OK')	image/png	etag:%2243c3d5cf89e38a71ebc95b07d1e59d22%22	https://claimscotty.vercel.app/assets/img/plus.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/assets/img/plus.png	(from https://claimscotty.vercel.app/assets/css/style.css)
21:11:54	108630/108630	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22cd1b88373adad3f59fd6b6cd69a2db77%22	https://claimscotty.vercel.app/favicon.ico	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/favicon.ico	(from https://claimscotty.vercel.app/wallet.html)
21:11:55	6902/6902	---MCZ	200	added ('OK')	text/css	etag:W/%229b4b0123bae05e56f0e3326281c50e90%22	https://claimscotty.vercel.app/css/bootstrap.min.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/css/bootstrap.min.css	(from https://claimscotty.vercel.app/wallet.html)
21:11:55	6890/6890	---MCZ	200	added ('OK')	text/css	etag:W/%229513852e2709dabfcfedb84bd3d14947%22	https://claimscotty.vercel.app/css/all.min.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/css/all.min.css	(from https://claimscotty.vercel.app/wallet.html)
21:11:57	50689/50689	---MCZ	200	added ('OK')	text/css	etag:W/%226a39c2549ce476c94d794d1d66c19bc8%22	https://claimscotty.vercel.app/css/style.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/css/style.css	(from https://claimscotty.vercel.app/wallet.html)
21:11:58	196019/196019	---MCZ	200	added ('OK')	text/css	etag:W/%22edb16abdc69e5ae944617fe4af923767%22	https://claimscotty.vercel.app/css/mystyle.css	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/css/mystyle.css	(from https://claimscotty.vercel.app/wallet.html)
21:11:58	7318/7318	---MCZ	200	added ('OK')	text/html	etag:W/%220161306ff0fcf891567d70adcb7202ad%22	https://claimscotty.vercel.app/images/metamask-69ce6b56bbc9953dfb4aecebdf88729b.html	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/metamask-69ce6b56bbc9953dfb4aecebdf88729b.html	(from https://claimscotty.vercel.app/wallet.html)
21:11:59	7178/7178	---MCZ	200	added ('OK')	text/html	etag:W/%2251979278f94c47bfe03a8d82f90ea4b4%22	https://claimscotty.vercel.app/suspendedpage.html	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/suspendedpage.html	(from https://claimscotty.vercel.app/wallet.html)
21:12:00	4868/4868	---M--	200	added ('OK')	image/png	etag:%22aa4cae32f46260663fb90abc8153bea0%22	https://claimscotty.vercel.app/images/trust-wallet-66f8777532931d9c09b633344981a6a9.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/trust-wallet-66f8777532931d9c09b633344981a6a9.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:01	38639/38639	---M--	200	added ('OK')	image/jpeg	etag:%22854a424ad9e76ec0e4459288718b8f95%22	https://claimscotty.vercel.app/images/iogo.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/iogo.jpg	(from https://claimscotty.vercel.app/wallet.html)
21:12:03	123157/123157	---M--	200	added ('OK')	image/png	etag:%225615862ea7831a623e802c7e0e0aa088%22	https://claimscotty.vercel.app/images/atomic-4c02d2b33cf091fd83c7a49819394e41.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/atomic-4c02d2b33cf091fd83c7a49819394e41.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:03	9914/9914	---M--	200	added ('OK')	image/png	etag:%22c4ff79e07cce011b60eacd026fa3ca7c%22	https://claimscotty.vercel.app/images/metamask-69ce6b56bbc9953dfb4aecebdf88729b.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/metamask-69ce6b56bbc9953dfb4aecebdf88729b.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:04	22036/22036	---M--	200	added ('OK')	image/png	etag:%22b2521ef2692ac7c8802b1d17d494f2e8%22	https://claimscotty.vercel.app/images/rainbow-207dda8d66f8ffc00a21e4fcc5ce0a73.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/rainbow-207dda8d66f8ffc00a21e4fcc5ce0a73.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:05	27261/27261	---M--	200	added ('OK')	image/png	etag:%22500937c7bb85e0bb58e5043461f80b9f%22	https://claimscotty.vercel.app/images/crypto-4cbeac57421fb3ca2573db2cf448169a.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/crypto-4cbeac57421fb3ca2573db2cf448169a.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:06	4586/4586	---M--	200	added ('OK')	image/png	etag:%220262f0c64d1dee169d7f0efb5ab090c5%22	https://claimscotty.vercel.app/images/anchor.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/anchor.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:07	8388/8388	---M--	200	added ('OK')	image/png	etag:%229747beb608ad621d9602901df58d7d8e%22	https://claimscotty.vercel.app/images/onto-983003d35fe32bf916f9eda381f138f7.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/onto-983003d35fe32bf916f9eda381f138f7.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:08	6590/6590	---M--	200	added ('OK')	image/png	etag:%22442235cb72d9e15c295369041e396e73%22	https://claimscotty.vercel.app/images/tokenpocket-57a4a886cc644e5237ac1558226154cb.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/tokenpocket-57a4a886cc644e5237ac1558226154cb.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:09	30923/30923	---M--	200	added ('OK')	image/png	etag:%228ef1856a4f6cb16038b2608bf32c6bdd%22	https://claimscotty.vercel.app/images/math-wallet-9e2256cfa5aad3b33af05f3fee4dc9ef.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/math-wallet-9e2256cfa5aad3b33af05f3fee4dc9ef.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:10	7554/7554	---M--	200	added ('OK')	image/jpeg	etag:%225c1f0b3baa9072f7d0d76066fa67cb54%22	https://claimscotty.vercel.app/images/bitpay-1573dd6c95eb38386f181048663590d0.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/bitpay-1573dd6c95eb38386f181048663590d0.jpg	(from https://claimscotty.vercel.app/wallet.html)
21:12:11	35963/35963	---M--	200	added ('OK')	image/png	etag:%22b0877d28e416ec23c239a7e10e2f397f%22	https://claimscotty.vercel.app/images/maiar.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/maiar.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:12	7417/7417	---M--	200	added ('OK')	image/png	etag:%22b61380d1d625acd5236637674ef89540%22	https://claimscotty.vercel.app/images/ledgerlive-9fe387e571fb42ed5cdf08e29bc920ed.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/ledgerlive-9fe387e571fb42ed5cdf08e29bc920ed.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:13	10649/10649	---M--	200	added ('OK')	image/png	etag:%220332a155bdf19b17b6a8f3d51441a11d%22	https://claimscotty.vercel.app/images/walleth-b60336f8dd9ea86285408cb4f96634d1.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/walleth-b60336f8dd9ea86285408cb4f96634d1.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:14	7633/7633	---M--	200	added ('OK')	image/png	etag:%223bf9c889b1978ce4246a0770a9330dbc%22	https://claimscotty.vercel.app/images/authereum-32f3939207b77c1837547d5ed4f86110.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/authereum-32f3939207b77c1837547d5ed4f86110.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:15	7192/7192	---M--	200	added ('OK')	image/png	etag:%22c62edd4dd8392f1d69385ef8e92e3a0f%22	https://claimscotty.vercel.app/images/mykey-7419df5270c0406c80cba19fa5165923.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/mykey-7419df5270c0406c80cba19fa5165923.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:16	11036/11036	---M--	200	added ('OK')	image/png	etag:%2299334068bec9a6b45932d401f7afaa6c%22	https://claimscotty.vercel.app/images/trustvault-9031a67f82293fc50ead978f936cfff3.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/trustvault-9031a67f82293fc50ead978f936cfff3.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:17	63204/63204	---M--	200	added ('OK')	image/png	etag:%22d26fff041871f323018c7b301a694c7b%22	https://claimscotty.vercel.app/images/coin98-c5b50adaceaf474e48ef1dad150d0829.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/coin98-c5b50adaceaf474e48ef1dad150d0829.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:18	4064/4064	---M--	200	added ('OK')	image/png	etag:%22ab8305fccae0ad703631eb8edd7432bf%22	https://claimscotty.vercel.app/images/coolwallet-s-cc612ee7a151c1863293fcc69dd0f677.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/coolwallet-s-cc612ee7a151c1863293fcc69dd0f677.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:19	8033/8033	---M--	200	added ('OK')	image/png	etag:%2247e2ad4467a524690e3a9a199cfea8eb%22	https://claimscotty.vercel.app/images/dcentwallet-f0bdbaec0837431b87ac9886bb22dfd5.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/dcentwallet-f0bdbaec0837431b87ac9886bb22dfd5.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:20	45396/45396	---M--	200	added ('OK')	image/png	etag:%226b0fcf3084e61d672d0f39c0c8bc4845%22	https://claimscotty.vercel.app/images/zelcore-d4c1a7a444b95612f6373f0b536b6ccb.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/zelcore-d4c1a7a444b95612f6373f0b536b6ccb.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:21	14122/14122	---M--	200	added ('OK')	image/jpeg	etag:%22ecd4d927ed747e9b340b45410665ec6a%22	https://claimscotty.vercel.app/images/coinomi-7eecd68e38d78752d68b7232bd9c58d9.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/coinomi-7eecd68e38d78752d68b7232bd9c58d9.jpg	(from https://claimscotty.vercel.app/wallet.html)
21:12:22	10787/10787	---M--	200	added ('OK')	image/png	etag:%227eb9fb15a7d94157d461824e8c6c9fe4%22	https://claimscotty.vercel.app/images/gridplus-8cedce167d37ddaa02f2afdf55841d8c.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/gridplus-8cedce167d37ddaa02f2afdf55841d8c.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:24	140157/140157	---M--	200	added ('OK')	image/png	etag:%22e32f670b6af5624d8724e2196b3d4379%22	https://claimscotty.vercel.app/images/cybavowallet-16e7e96f2e3df01fe2170da5267774b5.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/cybavowallet-16e7e96f2e3df01fe2170da5267774b5.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:24	11806/11806	---M--	200	added ('OK')	image/png	etag:%229ba2192a5a41f8ce3274d1c94d7db369%22	https://claimscotty.vercel.app/images/wazirx-logo-rounded.9bff9f42.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/wazirx-logo-rounded.9bff9f42.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:25	16695/16695	---M--	200	added ('OK')	image/png	etag:%223eeb70e42da8860540cd540f5565909c%22	https://claimscotty.vercel.app/images/safepal-1022b40e2ea3a4a6bb19cf6ff28d8b92.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/safepal-1022b40e2ea3a4a6bb19cf6ff28d8b92.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:26	5332/5332	---M--	200	added ('OK')	image/png	etag:%221b7bc4d69d08a6c0ddf62b97296c0f36%22	https://claimscotty.vercel.app/images/infinito-wallet-68da061495160c96f4bcb5e70e612fdd.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/infinito-wallet-68da061495160c96f4bcb5e70e612fdd.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:27	11274/11274	---M--	200	added ('OK')	image/png	etag:%226936b6160bc96fcfe6f17ef68a5791cd%22	https://claimscotty.vercel.app/images/wallet.io-198f396de22fe25eb370f46544abe69d.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/wallet.io-198f396de22fe25eb370f46544abe69d.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:28	16780/16780	---M--	200	added ('OK')	image/png	etag:%22d42d0ddb4d1cb8a5f4312b3dca0c19ce%22	https://claimscotty.vercel.app/images/infinity-wallet-48e78bc97f96bad14ee6b781423a69ea.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/infinity-wallet-48e78bc97f96bad14ee6b781423a69ea.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:29	40585/40585	---M--	200	added ('OK')	image/png	etag:%22e8315763d1717aeebd75864bfe07d7d2%22	https://claimscotty.vercel.app/images/ownbit-0b6b21e40acf2fa0f85d2c5ce38c4c51.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/ownbit-0b6b21e40acf2fa0f85d2c5ce38c4c51.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:30	5625/5625	---M--	200	added ('OK')	image/jpeg	etag:%227de1955aa2f99c18e7cd406f13acfe01%22	https://claimscotty.vercel.app/images/easypocket-436ea3270a7bf77c02a880bfc70d0ee8.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/easypocket-436ea3270a7bf77c02a880bfc70d0ee8.jpg	(from https://claimscotty.vercel.app/wallet.html)
21:12:31	17260/17260	---M--	200	added ('OK')	image/png	etag:%22ca3fe0eed06b6231639c5ee96fe85bbb%22	https://claimscotty.vercel.app/images/sparkpoint-5c0d3a4ab850a7ee2a3f03e215b68f2c.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/sparkpoint-5c0d3a4ab850a7ee2a3f03e215b68f2c.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:32	11314/11314	---M--	200	added ('OK')	image/png	etag:%22c8b38eaa1c15a39d22e66b29fbb31b02%22	https://claimscotty.vercel.app/images/viawallet-ae1502eddf4d2ed89abd36907dd3ae8a.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/viawallet-ae1502eddf4d2ed89abd36907dd3ae8a.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:33	7226/7226	---M--	200	added ('OK')	image/png	etag:%22baf9f6d8d1b4ae2b8e085edaef7629ee%22	https://claimscotty.vercel.app/images/bitkeep-387b0ca7da4cf322f44c70c23064c529.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/bitkeep-387b0ca7da4cf322f44c70c23064c529.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:34	92570/92570	---M--	200	added ('OK')	image/png	etag:%223b090704566275aaddc163286674d259%22	https://claimscotty.vercel.app/images/vision-928292fe642172a18e62feb5eaa2d639.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/vision-928292fe642172a18e62feb5eaa2d639.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:35	9621/9621	---M--	200	added ('OK')	image/png	etag:%225977ec47a88ab5335ff142753d995494%22	https://claimscotty.vercel.app/images/peakdefi-2e1d4f97cc1a737a9aa765b3748ff315.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/peakdefi-2e1d4f97cc1a737a9aa765b3748ff315.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:36	3578/3578	---M--	200	added ('OK')	image/png	etag:%22404d042308fa1677cf8cc84ea09de2d8%22	https://claimscotty.vercel.app/images/cosmosstation.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/cosmosstation.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:37	11795/11795	---M--	200	added ('OK')	image/jpeg	etag:%2238ef74bf4b0242a948c52ff3a9754e41%22	https://claimscotty.vercel.app/images/graph.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/graph.jpg	(from https://claimscotty.vercel.app/wallet.html)
21:12:38	2042/2042	---M--	200	added ('OK')	image/png	etag:%223a45660943765c4ee8992a4118e24cf2%22	https://claimscotty.vercel.app/images/kardachain.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/kardachain.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:39	8189/8189	---M--	200	added ('OK')	image/png	etag:%22c30ca26ba11357d6b41fe261dae82dcb%22	https://claimscotty.vercel.app/images/keplr.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/keplr.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:40	68479/68479	---M--	200	added ('OK')	image/png	etag:%226b180c21bb489df15ab322b75cfb5f3e%22	https://claimscotty.vercel.app/images/harmony.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/harmony.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:41	6694/6694	---M--	200	added ('OK')	image/png	etag:%223b93d9538fe6a4f5d74238ca23e37070%22	https://claimscotty.vercel.app/images/iconex.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/iconex.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:42	3123/3123	---M--	200	added ('OK')	image/jpeg	etag:%227f0aa532fd60cf5af4619629b239a76e%22	https://claimscotty.vercel.app/images/fetch.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/fetch.jpg	(from https://claimscotty.vercel.app/wallet.html)
21:12:43	12100/12100	---M--	200	added ('OK')	image/png	etag:%223422f769d0333523b8de1783c120dde2%22	https://claimscotty.vercel.app/images/xdc-9a98bff95dffc41869b8e77912a6cc54.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/xdc-9a98bff95dffc41869b8e77912a6cc54.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:44	6558/6558	---M--	200	added ('OK')	image/png	etag:%22d01b142caf1f55bb8f9130b14401bdf6%22	https://claimscotty.vercel.app/images/unstoppable-0d3474dcd7572ac2080b0f4ce632dfac.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/unstoppable-0d3474dcd7572ac2080b0f4ce632dfac.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:45	17624/17624	---M--	200	added ('OK')	image/jpeg	etag:%22f2456ba68e1bdd5d53dd5b5eef562921%22	https://claimscotty.vercel.app/images/meetone-01093db7d99e3e6cf5cca68b616f8255.jpg	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/meetone-01093db7d99e3e6cf5cca68b616f8255.jpg	(from https://claimscotty.vercel.app/wallet.html)
21:12:46	5967/5967	---M--	200	added ('OK')	image/png	etag:%2209b986ff5f0d42dbb6d699f4346a8e96%22	https://claimscotty.vercel.app/images/dok-a32c522e109217cc2a1a2a310f3c9bf7.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/dok-a32c522e109217cc2a1a2a310f3c9bf7.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:47	16957/16957	---M--	200	added ('OK')	image/png	etag:%22c74318ffce0700799c6d01663d6a991c%22	https://claimscotty.vercel.app/images/atwallet-2611d814a50a964b89d5f8bc1e5cb3a0.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/atwallet-2611d814a50a964b89d5f8bc1e5cb3a0.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:48	23228/23228	---M--	200	added ('OK')	image/png	etag:%22fbb73aee20a5a62f0d3194549d1f540d%22	https://claimscotty.vercel.app/images/morixwallet-aa7d607cf9ad52afeb3b7c83e5f34eba.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/morixwallet-aa7d607cf9ad52afeb3b7c83e5f34eba.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:49	10149/10149	---M--	200	added ('OK')	image/png	etag:%2213b46b98fbb85588726598c62944c92d%22	https://claimscotty.vercel.app/images/midas-wallet-5c5057d972ca621414f077541845fc61.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/midas-wallet-5c5057d972ca621414f077541845fc61.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:50	25892/25892	---M--	200	added ('OK')	image/png	etag:%2273de0559b186341586412385e3fd1443%22	https://claimscotty.vercel.app/images/keyringpro-830b2c0ee1db401dd64c2899eaf2adb3.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/keyringpro-830b2c0ee1db401dd64c2899eaf2adb3.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:51	11781/11781	---M--	200	added ('OK')	image/png	etag:%22335e0da6439d61d0f94a913a67707c71%22	https://claimscotty.vercel.app/images/blockchain-logo.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/blockchain-logo.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:52	22565/22565	---M--	200	added ('OK')	image/png	etag:%22473b05a2b26173f477aa4fe36ddcf36a%22	https://claimscotty.vercel.app/images/bsc-logo.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/bsc-logo.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:53	25942/25942	---M--	200	added ('OK')	image/png	etag:%22e8e7b60e78fc0239336f5188667d0281%22	https://claimscotty.vercel.app/images/aktionariat-c5784b26234a389632687a36d2fb3258.png	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/images/aktionariat-c5784b26234a389632687a36d2fb3258.png	(from https://claimscotty.vercel.app/wallet.html)
21:12:55	1560/1560	---MCZ	200	added ('OK')	text/html	etag:W/%221fbaa809bc49216887ccd60a47656b07%22	https://claimscotty.vercel.app/fonts/rP2Fp2ywxg089UriCZa4ET-DNl0.html	/Users/PerfectMacbook/websites/newconnect/claimscotty.vercel.app/fonts/rP2Fp2ywxg089UriCZa4ET-DNl0.html	(from https://claimscotty.vercel.app/wallet.html)
